famgen,dwelown,goodlife,weekswrk,satfin,satjob,dwelling,hhrace
1.0,3.0,4.0,52.0,2.0,2.0,2.0,1.0
1.0,3.0,1.0,52.0,1.0,1.0,2.0,1.0
2.0,1.0,1.0,50.0,1.0,1.0,2.0,1.0
1.0,1.0,,48.0,1.0,1.0,2.0,1.0
2.0,,3.0,21.0,3.0,3.0,2.0,1.0
1.0,1.0,,12.0,2.0,2.0,2.0,
1.0,3.0,2.0,52.0,2.0,1.0,2.0,1.0
2.0,1.0,3.0,52.0,2.0,3.0,2.0,1.0
1.0,1.0,2.0,52.0,2.0,2.0,6.0,1.0
1.0,1.0,,52.0,1.0,1.0,6.0,
1.0,3.0,2.0,0.0,1.0,,6.0,1.0
6.0,2.0,,52.0,2.0,2.0,6.0,
1.0,3.0,4.0,52.0,3.0,1.0,6.0,
1.0,3.0,3.0,46.0,3.0,2.0,6.0,1.0
2.0,3.0,,52.0,3.0,,6.0,1.0
2.0,,3.0,52.0,3.0,3.0,6.0,1.0
1.0,2.0,2.0,52.0,2.0,2.0,7.0,1.0
2.0,3.0,1.0,52.0,3.0,1.0,7.0,
1.0,3.0,2.0,52.0,2.0,1.0,7.0,1.0
1.0,2.0,2.0,52.0,3.0,2.0,7.0,1.0
1.0,2.0,,52.0,2.0,2.0,7.0,1.0
1.0,3.0,2.0,52.0,2.0,1.0,7.0,1.0
1.0,2.0,4.0,52.0,3.0,1.0,7.0,1.0
2.0,3.0,2.0,52.0,2.0,3.0,7.0,1.0
2.0,2.0,,33.0,3.0,1.0,7.0,5.0
1.0,2.0,4.0,0.0,1.0,,7.0,1.0
2.0,3.0,1.0,24.0,3.0,2.0,7.0,1.0
1.0,2.0,,52.0,3.0,3.0,7.0,1.0
2.0,1.0,,50.0,2.0,3.0,2.0,1.0
2.0,3.0,2.0,52.0,3.0,2.0,7.0,2.0
1.0,2.0,,52.0,3.0,2.0,7.0,2.0
1.0,3.0,2.0,30.0,2.0,1.0,7.0,1.0
1.0,1.0,4.0,46.0,3.0,1.0,2.0,1.0
1.0,1.0,2.0,2.0,1.0,,2.0,1.0
1.0,1.0,,52.0,1.0,1.0,2.0,1.0
1.0,3.0,1.0,52.0,3.0,1.0,2.0,1.0
1.0,3.0,2.0,0.0,3.0,,2.0,1.0
1.0,1.0,4.0,52.0,1.0,2.0,6.0,2.0
2.0,1.0,,52.0,1.0,1.0,6.0,2.0
1.0,3.0,4.0,52.0,3.0,2.0,6.0,2.0
1.0,1.0,,52.0,2.0,1.0,6.0,2.0
2.0,3.0,2.0,26.0,2.0,1.0,6.0,2.0
1.0,3.0,2.0,49.0,2.0,2.0,7.0,4.0
1.0,2.0,,52.0,3.0,3.0,7.0,2.0
1.0,2.0,,50.0,1.0,2.0,7.0,1.0
1.0,2.0,4.0,50.0,3.0,2.0,7.0,
1.0,3.0,2.0,36.0,2.0,,7.0,1.0
2.0,2.0,,52.0,3.0,2.0,7.0,1.0
2.0,2.0,2.0,35.0,2.0,2.0,7.0,2.0
4.0,2.0,2.0,0.0,3.0,,7.0,2.0
4.0,3.0,2.0,52.0,2.0,1.0,7.0,2.0
2.0,1.0,4.0,52.0,3.0,1.0,6.0,2.0
2.0,1.0,,48.0,3.0,2.0,2.0,2.0
1.0,,2.0,17.0,1.0,1.0,8.0,1.0
1.0,1.0,2.0,0.0,1.0,,8.0,1.0
1.0,3.0,2.0,40.0,3.0,1.0,8.0,1.0
1.0,3.0,2.0,52.0,2.0,3.0,8.0,2.0
1.0,2.0,,12.0,2.0,1.0,8.0,1.0
2.0,3.0,,52.0,2.0,4.0,8.0,1.0
1.0,2.0,2.0,52.0,3.0,2.0,8.0,5.0
1.0,3.0,2.0,52.0,1.0,2.0,8.0,1.0
1.0,2.0,,0.0,2.0,,8.0,1.0
1.0,2.0,2.0,0.0,1.0,,8.0,
1.0,2.0,,0.0,3.0,,8.0,
1.0,2.0,,,2.0,,8.0,1.0
2.0,3.0,5.0,34.0,2.0,,2.0,1.0
2.0,1.0,,0.0,2.0,4.0,6.0,1.0
1.0,1.0,3.0,37.0,1.0,1.0,6.0,1.0
1.0,3.0,2.0,52.0,2.0,2.0,6.0,1.0
1.0,3.0,2.0,20.0,1.0,1.0,6.0,1.0
5.0,3.0,2.0,52.0,2.0,2.0,6.0,2.0
2.0,3.0,2.0,52.0,2.0,2.0,6.0,1.0
1.0,2.0,1.0,52.0,2.0,4.0,7.0,1.0
1.0,1.0,,52.0,2.0,3.0,8.0,1.0
1.0,3.0,2.0,52.0,1.0,1.0,8.0,5.0
1.0,1.0,5.0,52.0,2.0,2.0,8.0,1.0
1.0,3.0,2.0,46.0,1.0,1.0,8.0,1.0
1.0,2.0,2.0,52.0,3.0,2.0,8.0,1.0
1.0,1.0,3.0,52.0,2.0,2.0,2.0,1.0
1.0,2.0,2.0,0.0,3.0,,7.0,1.0
2.0,2.0,2.0,52.0,3.0,2.0,7.0,1.0
2.0,2.0,,52.0,2.0,3.0,7.0,1.0
2.0,3.0,3.0,52.0,3.0,3.0,7.0,5.0
1.0,3.0,1.0,52.0,2.0,2.0,7.0,1.0
1.0,1.0,4.0,52.0,3.0,2.0,2.0,1.0
1.0,1.0,2.0,0.0,2.0,,2.0,1.0
1.0,1.0,,52.0,1.0,2.0,2.0,1.0
2.0,1.0,,52.0,2.0,1.0,2.0,
1.0,1.0,,0.0,1.0,,2.0,1.0
2.0,1.0,,36.0,3.0,1.0,1.0,1.0
1.0,3.0,4.0,52.0,2.0,2.0,2.0,1.0
2.0,3.0,1.0,52.0,2.0,3.0,2.0,4.0
2.0,3.0,1.0,52.0,2.0,3.0,2.0,2.0
2.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0
2.0,2.0,,16.0,2.0,3.0,2.0,2.0
2.0,3.0,2.0,,1.0,,2.0,2.0
1.0,1.0,,52.0,3.0,1.0,2.0,2.0
1.0,2.0,,52.0,3.0,1.0,2.0,2.0
2.0,1.0,2.0,52.0,2.0,2.0,2.0,2.0
2.0,1.0,,52.0,2.0,2.0,2.0,1.0
2.0,1.0,2.0,45.0,2.0,1.0,2.0,1.0
3.0,1.0,,52.0,2.0,1.0,2.0,1.0
2.0,3.0,1.0,32.0,3.0,2.0,2.0,2.0
3.0,1.0,2.0,36.0,3.0,1.0,2.0,1.0
1.0,1.0,2.0,52.0,2.0,2.0,2.0,1.0
1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0
2.0,1.0,,52.0,3.0,1.0,2.0,1.0
2.0,3.0,2.0,49.0,2.0,2.0,2.0,1.0
1.0,2.0,,0.0,1.0,,10.0,1.0
1.0,2.0,,0.0,1.0,,10.0,1.0
1.0,3.0,2.0,0.0,1.0,,8.0,1.0
1.0,2.0,1.0,0.0,2.0,,7.0,1.0
1.0,2.0,,0.0,3.0,,8.0,2.0
1.0,3.0,5.0,0.0,2.0,,8.0,1.0
1.0,2.0,4.0,0.0,1.0,,8.0,1.0
1.0,2.0,2.0,52.0,3.0,3.0,8.0,1.0
1.0,1.0,,52.0,3.0,2.0,2.0,1.0
2.0,1.0,2.0,32.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,25.0,2.0,1.0,2.0,1.0
2.0,1.0,,52.0,3.0,3.0,2.0,1.0
1.0,1.0,,52.0,2.0,1.0,2.0,1.0
2.0,1.0,4.0,52.0,2.0,1.0,2.0,1.0
1.0,3.0,3.0,52.0,2.0,2.0,2.0,1.0
2.0,1.0,3.0,20.0,3.0,2.0,2.0,5.0
2.0,1.0,,0.0,2.0,2.0,2.0,1.0
2.0,1.0,1.0,52.0,2.0,1.0,2.0,1.0
2.0,3.0,4.0,0.0,2.0,,2.0,1.0
1.0,1.0,,,1.0,,2.0,1.0
1.0,3.0,1.0,52.0,1.0,1.0,8.0,4.0
1.0,3.0,2.0,0.0,1.0,,8.0,5.0
1.0,2.0,4.0,52.0,2.0,4.0,8.0,4.0
1.0,2.0,,52.0,2.0,,8.0,1.0
1.0,2.0,,52.0,2.0,2.0,8.0,1.0
1.0,2.0,,0.0,3.0,,8.0,1.0
2.0,1.0,2.0,52.0,2.0,1.0,2.0,1.0
2.0,1.0,4.0,52.0,1.0,2.0,2.0,1.0
2.0,1.0,,52.0,2.0,1.0,2.0,1.0
2.0,3.0,1.0,52.0,2.0,3.0,3.0,5.0
2.0,1.0,,12.0,2.0,1.0,2.0,1.0
6.0,3.0,2.0,52.0,3.0,2.0,2.0,
1.0,3.0,2.0,52.0,2.0,1.0,6.0,1.0
1.0,2.0,,52.0,2.0,2.0,3.0,1.0
1.0,2.0,1.0,52.0,2.0,1.0,4.0,1.0
1.0,1.0,2.0,32.0,2.0,1.0,2.0,1.0
1.0,2.0,5.0,10.0,3.0,4.0,4.0,1.0
1.0,3.0,2.0,52.0,3.0,1.0,4.0,5.0
1.0,2.0,1.0,52.0,1.0,4.0,5.0,1.0
1.0,3.0,1.0,52.0,2.0,2.0,4.0,
2.0,2.0,,0.0,3.0,3.0,5.0,1.0
1.0,3.0,1.0,50.0,1.0,3.0,5.0,1.0
1.0,2.0,3.0,52.0,2.0,1.0,4.0,1.0
1.0,1.0,,0.0,2.0,1.0,2.0,1.0
2.0,3.0,2.0,52.0,2.0,2.0,2.0,2.0
2.0,1.0,2.0,30.0,2.0,1.0,2.0,1.0
1.0,1.0,2.0,52.0,2.0,2.0,,1.0
1.0,1.0,,52.0,3.0,1.0,2.0,2.0
2.0,1.0,,52.0,2.0,2.0,2.0,2.0
2.0,3.0,2.0,50.0,2.0,2.0,2.0,2.0
2.0,1.0,4.0,52.0,3.0,2.0,2.0,2.0
5.0,3.0,2.0,52.0,2.0,2.0,2.0,1.0
2.0,1.0,4.0,52.0,2.0,1.0,2.0,1.0
2.0,1.0,,52.0,3.0,1.0,2.0,1.0
1.0,3.0,2.0,52.0,2.0,1.0,2.0,
2.0,1.0,2.0,,1.0,1.0,2.0,
1.0,1.0,1.0,40.0,1.0,2.0,2.0,5.0
1.0,3.0,2.0,52.0,1.0,1.0,2.0,1.0
1.0,1.0,,52.0,1.0,1.0,2.0,5.0
1.0,3.0,4.0,52.0,1.0,1.0,2.0,
1.0,1.0,2.0,52.0,1.0,1.0,2.0,
1.0,1.0,,0.0,1.0,,2.0,
1.0,1.0,4.0,52.0,3.0,1.0,2.0,
2.0,3.0,2.0,,1.0,,2.0,
2.0,1.0,,52.0,1.0,2.0,2.0,1.0
2.0,1.0,,52.0,2.0,2.0,2.0,5.0
1.0,1.0,1.0,52.0,1.0,1.0,2.0,
2.0,1.0,,8.0,2.0,3.0,2.0,
1.0,3.0,1.0,52.0,1.0,2.0,2.0,
2.0,1.0,,52.0,1.0,1.0,2.0,
1.0,,,,2.0,2.0,2.0,1.0
1.0,1.0,4.0,40.0,2.0,1.0,2.0,1.0
1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0
1.0,1.0,,52.0,3.0,2.0,2.0,1.0
2.0,1.0,2.0,52.0,1.0,2.0,2.0,1.0
1.0,3.0,4.0,52.0,2.0,1.0,2.0,1.0
1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0
1.0,3.0,4.0,24.0,2.0,2.0,2.0,1.0
1.0,1.0,,52.0,2.0,3.0,2.0,1.0
1.0,3.0,4.0,52.0,3.0,2.0,2.0,1.0
1.0,1.0,1.0,52.0,2.0,1.0,1.0,1.0
2.0,3.0,1.0,52.0,1.0,2.0,2.0,1.0
1.0,3.0,,52.0,2.0,2.0,2.0,1.0
1.0,1.0,4.0,52.0,3.0,1.0,1.0,1.0
2.0,1.0,,52.0,2.0,2.0,2.0,1.0
1.0,2.0,2.0,52.0,2.0,1.0,2.0,1.0
1.0,3.0,5.0,,2.0,,2.0,1.0
2.0,3.0,3.0,12.0,2.0,1.0,1.0,1.0
2.0,1.0,1.0,52.0,1.0,1.0,2.0,1.0
3.0,2.0,,0.0,1.0,2.0,2.0,2.0
1.0,,,52.0,1.0,1.0,2.0,
2.0,1.0,,32.0,3.0,2.0,2.0,1.0
2.0,1.0,1.0,,1.0,1.0,2.0,1.0
1.0,2.0,,30.0,2.0,,2.0,1.0
2.0,1.0,4.0,52.0,2.0,3.0,2.0,1.0
1.0,3.0,2.0,52.0,2.0,1.0,1.0,1.0
1.0,1.0,1.0,52.0,2.0,1.0,2.0,1.0
1.0,1.0,4.0,0.0,3.0,,2.0,1.0
1.0,1.0,,0.0,1.0,1.0,2.0,1.0
2.0,1.0,2.0,52.0,2.0,1.0,2.0,1.0
1.0,3.0,2.0,52.0,2.0,2.0,2.0,1.0
1.0,3.0,4.0,0.0,2.0,,2.0,1.0
2.0,3.0,2.0,47.0,2.0,2.0,,1.0
2.0,3.0,2.0,36.0,1.0,1.0,2.0,1.0
2.0,3.0,2.0,52.0,1.0,1.0,2.0,1.0
2.0,1.0,2.0,0.0,1.0,,,1.0
2.0,2.0,,24.0,2.0,2.0,1.0,1.0
3.0,1.0,4.0,52.0,3.0,3.0,2.0,1.0
1.0,2.0,2.0,46.0,1.0,2.0,2.0,1.0
2.0,3.0,,50.0,3.0,2.0,1.0,1.0
2.0,3.0,1.0,52.0,2.0,1.0,2.0,1.0
2.0,2.0,5.0,52.0,3.0,2.0,2.0,5.0
2.0,1.0,2.0,50.0,2.0,2.0,2.0,1.0
1.0,1.0,,0.0,1.0,,2.0,1.0
1.0,1.0,,52.0,2.0,3.0,2.0,1.0
1.0,,,52.0,3.0,2.0,2.0,1.0
1.0,3.0,4.0,0.0,2.0,1.0,1.0,1.0
1.0,1.0,,25.0,1.0,1.0,1.0,1.0
1.0,3.0,4.0,45.0,2.0,3.0,2.0,1.0
1.0,,4.0,30.0,3.0,1.0,1.0,1.0
1.0,2.0,,0.0,3.0,2.0,5.0,1.0
1.0,1.0,1.0,52.0,3.0,2.0,2.0,1.0
1.0,2.0,2.0,0.0,2.0,,4.0,1.0
1.0,1.0,,0.0,3.0,,2.0,1.0
1.0,2.0,5.0,0.0,3.0,,7.0,1.0
1.0,3.0,2.0,0.0,2.0,,7.0,1.0
2.0,2.0,2.0,42.0,2.0,1.0,6.0,1.0
2.0,2.0,,52.0,2.0,2.0,6.0,2.0
2.0,2.0,,40.0,3.0,3.0,6.0,
2.0,3.0,4.0,52.0,2.0,2.0,7.0,2.0
1.0,3.0,2.0,0.0,3.0,,6.0,2.0
2.0,3.0,2.0,52.0,2.0,2.0,7.0,2.0
2.0,2.0,,51.0,2.0,2.0,6.0,2.0
1.0,3.0,2.0,52.0,2.0,2.0,6.0,2.0
2.0,3.0,,52.0,2.0,3.0,,5.0
2.0,3.0,,52.0,3.0,1.0,4.0,3.0
1.0,3.0,2.0,10.0,,,,5.0
2.0,3.0,2.0,52.0,1.0,1.0,,1.0
1.0,3.0,1.0,52.0,2.0,1.0,,5.0
2.0,3.0,,48.0,3.0,2.0,,1.0
2.0,3.0,4.0,52.0,1.0,1.0,5.0,5.0
1.0,1.0,2.0,52.0,2.0,2.0,2.0,2.0
1.0,3.0,2.0,49.0,2.0,2.0,2.0,2.0
2.0,1.0,,52.0,2.0,1.0,2.0,2.0
2.0,1.0,,45.0,3.0,4.0,2.0,1.0
2.0,3.0,4.0,0.0,3.0,,2.0,2.0
1.0,,2.0,,3.0,,2.0,2.0
2.0,2.0,2.0,52.0,2.0,1.0,2.0,2.0
1.0,1.0,2.0,0.0,3.0,1.0,2.0,5.0
5.0,1.0,,0.0,3.0,,2.0,2.0
2.0,1.0,2.0,40.0,2.0,1.0,2.0,1.0
1.0,3.0,2.0,52.0,1.0,1.0,2.0,1.0
1.0,1.0,,46.0,1.0,3.0,3.0,1.0
1.0,2.0,4.0,2.0,2.0,,1.0,1.0
1.0,2.0,,52.0,1.0,1.0,8.0,1.0
2.0,3.0,2.0,52.0,2.0,2.0,7.0,1.0
1.0,3.0,2.0,52.0,1.0,2.0,8.0,5.0
1.0,1.0,,52.0,1.0,2.0,2.0,1.0
2.0,3.0,3.0,52.0,3.0,1.0,7.0,
1.0,1.0,2.0,52.0,3.0,2.0,7.0,5.0
1.0,1.0,4.0,52.0,1.0,1.0,7.0,1.0
1.0,3.0,2.0,52.0,2.0,1.0,7.0,5.0
1.0,3.0,2.0,0.0,3.0,,2.0,1.0
2.0,1.0,,52.0,2.0,2.0,2.0,1.0
5.0,3.0,3.0,52.0,2.0,1.0,2.0,1.0
2.0,1.0,2.0,52.0,3.0,1.0,2.0,1.0
1.0,1.0,4.0,0.0,1.0,,2.0,1.0
1.0,3.0,2.0,52.0,3.0,1.0,2.0,1.0
1.0,2.0,,0.0,2.0,,2.0,1.0
1.0,2.0,2.0,52.0,2.0,2.0,7.0,1.0
1.0,2.0,1.0,52.0,3.0,1.0,7.0,1.0
1.0,3.0,1.0,52.0,2.0,2.0,7.0,1.0
1.0,,,52.0,3.0,1.0,5.0,1.0
1.0,2.0,,52.0,2.0,2.0,5.0,1.0
1.0,2.0,,52.0,1.0,3.0,7.0,5.0
1.0,1.0,,52.0,3.0,2.0,2.0,1.0
1.0,3.0,2.0,14.0,3.0,,4.0,1.0
1.0,1.0,2.0,52.0,2.0,1.0,2.0,1.0
1.0,3.0,2.0,52.0,1.0,1.0,2.0,1.0
2.0,3.0,3.0,52.0,2.0,2.0,3.0,1.0
1.0,2.0,3.0,52.0,1.0,2.0,3.0,1.0
1.0,1.0,,52.0,2.0,3.0,3.0,1.0
1.0,1.0,2.0,52.0,3.0,2.0,5.0,1.0
2.0,1.0,4.0,52.0,1.0,2.0,2.0,1.0
1.0,1.0,,52.0,1.0,1.0,3.0,1.0
1.0,2.0,,52.0,2.0,1.0,7.0,1.0
1.0,3.0,4.0,52.0,2.0,2.0,7.0,1.0
1.0,1.0,,52.0,1.0,3.0,1.0,1.0
1.0,1.0,,52.0,1.0,2.0,2.0,1.0
1.0,1.0,2.0,44.0,1.0,3.0,2.0,1.0
2.0,1.0,2.0,45.0,1.0,2.0,2.0,1.0
6.0,1.0,,40.0,3.0,2.0,2.0,1.0
2.0,1.0,3.0,50.0,1.0,1.0,2.0,1.0
2.0,1.0,2.0,52.0,3.0,1.0,2.0,1.0
2.0,2.0,,49.0,1.0,2.0,2.0,1.0
1.0,3.0,2.0,40.0,2.0,2.0,2.0,1.0
2.0,3.0,4.0,52.0,3.0,2.0,2.0,1.0
1.0,2.0,,26.0,1.0,2.0,7.0,5.0
2.0,2.0,3.0,52.0,2.0,1.0,7.0,1.0
1.0,3.0,2.0,52.0,2.0,2.0,7.0,1.0
2.0,2.0,,52.0,3.0,2.0,7.0,1.0
2.0,2.0,4.0,8.0,3.0,2.0,7.0,3.0
1.0,3.0,2.0,52.0,1.0,1.0,7.0,2.0
2.0,3.0,2.0,52.0,2.0,1.0,7.0,1.0
1.0,2.0,,28.0,1.0,2.0,7.0,1.0
1.0,2.0,4.0,6.0,3.0,4.0,7.0,1.0
1.0,2.0,1.0,52.0,2.0,2.0,7.0,1.0
1.0,3.0,1.0,30.0,2.0,2.0,7.0,1.0
1.0,2.0,,52.0,2.0,2.0,7.0,1.0
1.0,3.0,2.0,52.0,3.0,2.0,7.0,1.0
1.0,1.0,,40.0,3.0,,7.0,1.0
1.0,1.0,4.0,52.0,2.0,2.0,2.0,1.0
2.0,1.0,1.0,42.0,2.0,3.0,2.0,1.0
1.0,3.0,1.0,52.0,1.0,1.0,2.0,1.0
2.0,2.0,,12.0,3.0,,2.0,1.0
2.0,2.0,,52.0,2.0,2.0,2.0,1.0
2.0,1.0,,40.0,2.0,2.0,2.0,1.0
2.0,1.0,3.0,40.0,2.0,1.0,2.0,1.0
2.0,3.0,2.0,52.0,3.0,3.0,2.0,1.0
2.0,2.0,2.0,52.0,2.0,1.0,2.0,1.0
2.0,2.0,2.0,44.0,2.0,1.0,6.0,1.0
2.0,3.0,2.0,,3.0,2.0,7.0,5.0
1.0,3.0,2.0,52.0,2.0,2.0,2.0,1.0
1.0,2.0,,39.0,2.0,1.0,3.0,1.0
1.0,3.0,2.0,52.0,2.0,1.0,2.0,1.0
1.0,2.0,,52.0,2.0,2.0,7.0,1.0
1.0,2.0,1.0,,3.0,,4.0,1.0
1.0,2.0,,49.0,1.0,1.0,3.0,1.0
1.0,2.0,2.0,50.0,2.0,2.0,2.0,1.0
1.0,2.0,,52.0,2.0,2.0,4.0,1.0
1.0,3.0,5.0,49.0,3.0,4.0,7.0,1.0
2.0,3.0,2.0,45.0,2.0,,2.0,1.0
1.0,1.0,3.0,52.0,2.0,2.0,3.0,
2.0,3.0,2.0,51.0,1.0,1.0,6.0,1.0
1.0,2.0,,50.0,3.0,1.0,3.0,1.0
2.0,2.0,2.0,12.0,3.0,2.0,3.0,4.0
2.0,2.0,2.0,16.0,3.0,1.0,5.0,4.0
2.0,2.0,,50.0,3.0,1.0,3.0,5.0
2.0,1.0,,50.0,1.0,2.0,2.0,1.0
1.0,3.0,1.0,52.0,1.0,2.0,2.0,1.0
2.0,1.0,,0.0,1.0,4.0,2.0,1.0
1.0,1.0,,52.0,1.0,1.0,2.0,1.0
5.0,1.0,3.0,52.0,1.0,1.0,2.0,1.0
1.0,3.0,2.0,35.0,1.0,1.0,2.0,1.0
1.0,1.0,3.0,52.0,2.0,2.0,6.0,1.0
1.0,1.0,,52.0,2.0,2.0,6.0,1.0
1.0,3.0,2.0,52.0,2.0,2.0,6.0,2.0
2.0,3.0,2.0,52.0,3.0,1.0,6.0,2.0
4.0,3.0,2.0,,2.0,2.0,6.0,2.0
2.0,2.0,,52.0,1.0,2.0,7.0,2.0
2.0,3.0,2.0,52.0,2.0,1.0,3.0,2.0
2.0,2.0,,52.0,2.0,1.0,,2.0
6.0,2.0,4.0,14.0,3.0,3.0,7.0,
2.0,2.0,,52.0,2.0,3.0,7.0,2.0
1.0,2.0,2.0,0.0,2.0,,7.0,1.0
1.0,2.0,,49.0,3.0,2.0,7.0,1.0
1.0,3.0,4.0,52.0,2.0,2.0,6.0,1.0
2.0,1.0,3.0,52.0,2.0,2.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,,2.0,1.0
1.0,1.0,,52.0,3.0,1.0,2.0,1.0
2.0,3.0,3.0,,2.0,,2.0,1.0
2.0,3.0,3.0,52.0,1.0,1.0,2.0,1.0
2.0,1.0,,52.0,1.0,1.0,2.0,1.0
2.0,1.0,,52.0,1.0,1.0,2.0,1.0
1.0,3.0,2.0,52.0,2.0,2.0,8.0,1.0
1.0,2.0,2.0,52.0,2.0,2.0,8.0,1.0
1.0,2.0,,52.0,2.0,2.0,8.0,1.0
1.0,2.0,,49.0,2.0,1.0,8.0,1.0
1.0,3.0,2.0,52.0,2.0,2.0,8.0,1.0
1.0,2.0,4.0,44.0,3.0,3.0,2.0,5.0
1.0,3.0,2.0,0.0,1.0,,2.0,1.0
1.0,3.0,2.0,51.0,1.0,2.0,2.0,1.0
2.0,1.0,2.0,52.0,1.0,1.0,2.0,1.0
2.0,3.0,,,1.0,,2.0,2.0
1.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0
1.0,1.0,,52.0,3.0,2.0,2.0,1.0
1.0,1.0,,52.0,2.0,1.0,2.0,1.0
2.0,1.0,2.0,50.0,1.0,,2.0,1.0
2.0,1.0,,51.0,2.0,2.0,2.0,1.0
1.0,1.0,,40.0,3.0,3.0,2.0,1.0
1.0,3.0,2.0,,3.0,,2.0,1.0
2.0,1.0,1.0,52.0,3.0,2.0,2.0,1.0
2.0,3.0,2.0,23.0,1.0,1.0,2.0,1.0
2.0,3.0,,30.0,2.0,3.0,2.0,
1.0,1.0,,0.0,2.0,2.0,2.0,1.0
1.0,3.0,5.0,50.0,3.0,3.0,7.0,1.0
1.0,3.0,2.0,0.0,3.0,,2.0,1.0
2.0,3.0,4.0,52.0,2.0,2.0,2.0,1.0
1.0,3.0,2.0,0.0,1.0,,2.0,1.0
1.0,3.0,4.0,36.0,2.0,2.0,7.0,1.0
2.0,1.0,,0.0,1.0,2.0,2.0,1.0
2.0,1.0,,52.0,2.0,2.0,2.0,1.0
1.0,1.0,2.0,25.0,2.0,,2.0,1.0
2.0,1.0,,0.0,2.0,3.0,2.0,1.0
2.0,1.0,,0.0,1.0,1.0,2.0,4.0
1.0,3.0,1.0,52.0,2.0,2.0,8.0,
1.0,2.0,4.0,52.0,3.0,4.0,8.0,
1.0,2.0,2.0,52.0,3.0,1.0,8.0,1.0
1.0,2.0,2.0,,2.0,,8.0,1.0
1.0,2.0,3.0,52.0,3.0,3.0,8.0,
1.0,2.0,,30.0,3.0,,,1.0
1.0,3.0,2.0,52.0,1.0,1.0,2.0,1.0
2.0,1.0,,52.0,1.0,1.0,2.0,5.0
1.0,3.0,3.0,44.0,1.0,2.0,2.0,1.0
2.0,3.0,4.0,0.0,2.0,,2.0,1.0
2.0,1.0,,52.0,1.0,2.0,2.0,1.0
2.0,2.0,2.0,52.0,2.0,1.0,2.0,1.0
2.0,1.0,2.0,52.0,2.0,2.0,2.0,
2.0,,,52.0,1.0,1.0,2.0,1.0
1.0,1.0,2.0,0.0,2.0,,2.0,
2.0,1.0,3.0,52.0,3.0,2.0,2.0,
2.0,1.0,,0.0,2.0,,2.0,1.0
1.0,1.0,,52.0,2.0,2.0,2.0,1.0
2.0,1.0,,52.0,3.0,2.0,6.0,1.0
1.0,2.0,,52.0,1.0,1.0,2.0,1.0
2.0,1.0,4.0,52.0,3.0,1.0,2.0,1.0
2.0,3.0,2.0,50.0,2.0,1.0,2.0,1.0
1.0,3.0,2.0,52.0,2.0,1.0,2.0,1.0
1.0,1.0,3.0,52.0,2.0,3.0,2.0,1.0
1.0,3.0,3.0,47.0,2.0,3.0,5.0,1.0
1.0,1.0,,0.0,1.0,,6.0,1.0
2.0,1.0,3.0,52.0,1.0,1.0,6.0,1.0
1.0,2.0,,51.0,3.0,4.0,6.0,1.0
1.0,1.0,2.0,52.0,2.0,1.0,6.0,1.0
2.0,3.0,1.0,30.0,2.0,2.0,2.0,1.0
1.0,3.0,2.0,48.0,3.0,2.0,2.0,1.0
1.0,1.0,,52.0,1.0,2.0,2.0,1.0
1.0,1.0,,52.0,2.0,1.0,2.0,1.0
2.0,1.0,3.0,52.0,1.0,2.0,2.0,1.0
1.0,1.0,,52.0,1.0,2.0,2.0,1.0
2.0,1.0,,12.0,2.0,3.0,2.0,1.0
1.0,3.0,2.0,52.0,3.0,2.0,2.0,1.0
2.0,3.0,3.0,39.0,1.0,1.0,2.0,1.0
2.0,3.0,2.0,52.0,2.0,1.0,2.0,1.0
1.0,2.0,2.0,50.0,2.0,1.0,5.0,1.0
1.0,2.0,,0.0,1.0,,7.0,1.0
1.0,2.0,2.0,0.0,2.0,,7.0,1.0
1.0,3.0,3.0,52.0,2.0,2.0,7.0,1.0
1.0,2.0,,0.0,1.0,,7.0,1.0
1.0,3.0,4.0,0.0,3.0,,7.0,5.0
1.0,3.0,2.0,0.0,2.0,,8.0,1.0
1.0,3.0,5.0,0.0,3.0,2.0,8.0,1.0
1.0,2.0,,0.0,2.0,,8.0,1.0
1.0,3.0,1.0,0.0,2.0,,8.0,1.0
1.0,1.0,,48.0,1.0,1.0,2.0,1.0
1.0,3.0,1.0,52.0,1.0,1.0,3.0,1.0
1.0,3.0,3.0,24.0,2.0,2.0,2.0,1.0
2.0,3.0,4.0,5.0,3.0,4.0,9.0,1.0
1.0,1.0,,52.0,2.0,2.0,2.0,1.0
1.0,1.0,1.0,52.0,1.0,1.0,2.0,1.0
2.0,3.0,3.0,52.0,3.0,1.0,2.0,1.0
1.0,2.0,4.0,0.0,2.0,,3.0,1.0
2.0,2.0,,52.0,1.0,1.0,3.0,1.0
2.0,2.0,2.0,40.0,2.0,2.0,3.0,1.0
1.0,,,52.0,2.0,1.0,3.0,1.0
1.0,2.0,5.0,52.0,2.0,1.0,3.0,1.0
1.0,2.0,,12.0,3.0,3.0,7.0,1.0
